lon,lat,SURF_ppb_O3
5.0533,51.2309,27.575191497802734
3.1212,50.9532,27.76342010498047
4.2015,51.254,16.255088806152344
3.3762,50.915,28.42248916625977
5.2215,51.1928,28.429454803466797
4.4039,51.3139,24.432079315185547
3.7159,51.0265,27.835691452026367
3.8229,51.1961,25.78079414367676
2.5823,51.0163,29.017189025878903
3.1096,50.7935,27.45639419555664
3.3625,51.2546,28.575176239013672
4.2526,50.7953,27.050506591796875
4.5122,50.913,26.605567932128903
3.1524,50.9454,28.090736389160156
5.5377,50.968,28.74986267089844
5.1297,51.0822,27.363475799560547
3.6873,51.1903,27.681018829345703
4.4367,50.9414,21.068140029907227
3.7621000000000002,51.166,22.70488929748535
3.6828,51.067,27.46869659423828
5.3684,50.9397,27.41197395324707
5.164,51.2337,28.58592987060547
5.6067,51.1337,28.37647819519043
5.0939,51.0634,27.964256286621097
4.3959,50.9261,26.019588470458984
4.4354,50.9549,25.090911865234375
3.2486,51.279,28.652910232543945
5.1032,50.7117,28.122987747192383
4.8376,50.9775,26.58729362487793
3.9303,50.7989,28.21112060546875
5.4182,50.8969,27.95745849609375
3.3225,50.8149,28.681482315063477
4.418,51.1771,25.3555965423584
3.175,51.2459,28.43739318847656
5.5475,50.625,27.09764289855957
3.939,50.4651,26.47268867492676
3.4576,50.6167,26.0613956451416
4.6683,50.6554,28.277816772460938
5.6189,50.8823,27.695417404174805
4.3858,51.2814,12.636804580688477
4.5948,50.0957,32.53043746948242
5.6278,50.6584,27.92460823059082
6.0017,50.3032,33.581947326660156
5.2024,49.8771,33.720619201660156
6.0738,50.5111,33.78384780883789
5.6112,50.6119,29.110315322875977
4.4693,51.0025,25.44277572631836
3.7395,51.1247,25.756000518798828
4.2626,51.3182,17.042373657226563
4.3801,51.092,26.61101531982422
5.042,50.4972,30.930431365966797
5.6304,49.7193,33.20686340332031
11.2875,43.7867,28.064525604248047
17.0103,39.1875,35.06746292114258
3.7752,50.6351,28.502391815185547
4.4522,50.4093,29.5751953125
5.3975,50.5836,28.761518478393555
13.3933,45.9733,30.965673446655273
14.1483,42.5175,34.37274169921875
5.2352,50.2745,31.791912078857425
11.8889,43.4611,33.98110580444336
10.9047,44.636,26.809267044067383
16.2861,41.3167,34.27324295043945
17.5875,40.5275,35.959083557128906
11.355,44.4833,29.22758674621582
11.6131,44.8425,25.89471435546875
15.2853,37.0678,35.14313507080078
16.0802,38.6646,36.77056121826172
15.4408,41.5467,32.818023681640625
12.9259,45.8569,28.50269889831543
12.5469,38.0124,40.64476013183594
13.1186,38.0502,37.55101776123047
13.5431,45.843,33.726741790771484
4.8724,50.4632,30.10820579528809
15.0811,37.5293,33.37727737426758
15.6388,38.105,38.2936897277832
15.2491,38.1906,39.11376190185547
11.7203,44.3556,30.185253143310547
14.2815,37.5641,36.31922149658203
11.8706,44.2833,31.82015609741211
13.3019,45.8419,29.502452850341797
10.6647,44.6908,29.272171020507813
14.7145,36.9263,38.65259552001953
15.3867,41.6308,33.27002716064453
12.0564,44.215,30.6562557220459
12.6559,45.9626,30.10283851623535
14.345,37.0225,33.93205642700195
13.7506,45.6086,29.29315948486328
13.6164,45.9369,35.39128494262695
10.8836,44.7994,26.56479835510254
10.5342,42.9392,39.899940490722656
10.5739,43.8408,33.57000732421875
13.4748,46.5101,36.68764114379883
17.5125,40.6492,36.702110290527344
13.2406,46.0661,30.505443572998047
18.0472,40.4894,35.493629455566406
13.4864,45.7316,33.71802520751953
16.7661,41.1078,34.34575653076172
10.6639,44.8731,28.098125457763672
10.4017,43.7389,32.47129440307617
11.1928,43.7569,29.4552059173584
12.2256,44.42,28.843637466430664
14.2238,37.0757,36.7249755859375
17.9606,40.6458,36.64067840576172
17.4158,40.7428,37.42707443237305
11.9814,44.5265,28.98508644104004
9.3669,44.7347,40.491336822509766
10.2889,44.6575,34.97828674316406
13.0111,46.4019,35.64451599121094
13.7722,45.6572,33.799617767333984
11.9422,44.7417,29.183425903320313
10.8189,44.5412,31.71074485778809
16.0702,38.3999,36.6725959777832
13.2714,45.822,30.462432861328125
18.125,40.4033,35.99672317504883
11.1779,44.9278,28.348003387451172
9.6933,45.0489,27.759899139404297
16.5468,39.6518,38.72029495239258
10.0192,44.9894,27.488676071166992
17.2842,40.9614,38.56308364868164
16.6083,38.869,37.22942352294922
11.0919,43.8728,31.739665985107425
11.3239,43.7892,35.10268020629883
12.3322,44.2839,34.33653259277344
12.2247,43.9275,37.75
11.0942,42.6706,36.207489013671875
13.4233,45.7994,31.662208557128903
11.325,43.3378,33.18242263793945
10.1328,44.0311,38.147212982177734
10.7717,43.7131,29.974689483642575
11.1419,43.4728,33.637229919433594
11.1192,42.7786,33.97187805175781
9.5017,40.9283,33.764244079589844
9.1364,39.2606,34.92662811279297
8.3861,39.2033,42.50632095336914
9.1881,39.2328,32.10378646850586
11.1053,43.8747,33.30983352661133
9.6944,40.575,39.2694091796875
11.0069,43.9161,35.63936996459961
9.0153,39.443600000000004,34.7111930847168
12.6517,42.5522,31.789857864379883
9.0089,39.0667,35.58854293823242
10.8817,43.2478,38.856204986572266
12.3661,43.1031,33.03986358642578
12.4419,43.0889,32.344322204589844
10.3217,43.52,34.663330078125
10.3297,43.5547,25.930179595947266
10.5599,44.0055,39.8388557434082
12.5764,43.3528,38.28400421142578
12.7078,42.9517,38.55962371826172
10.7914,44.5394,33.769676208496094
12.6664,42.7433,35.64058303833008
10.4536,43.8689,35.1129035949707
11.3686,45.7144,34.474876403808594
16.2452,39.3134,34.42540740966797
12.3139,45.4294,29.913755416870117
10.6228,44.7003,26.63429069519043
12.6186,43.3178,39.20847702026367
8.4053,40.8314,37.6796989440918
12.7372,42.7397,36.0661735534668
12.2058,43.1331,34.21672821044922
10.9053,43.9408,34.81825637817383
8.5514,40.7103,35.162601470947266
12.1367,42.7372,35.18293380737305
16.2345,38.3909,40.92662048339844
16.5792,38.9183,37.35194778442383
12.5219,42.5342,32.658836364746094
17.1142,39.0681,40.73429870605469
16.2952,38.9596,37.998573303222656
16.2552,38.2298,38.30224609375
16.3868,39.4896,39.20505905151367
16.2176,39.711,35.97874069213867
8.6053,39.8853,33.60669708251953
8.7731,40.2564,38.02994155883789
9.4917,40.9275,37.5839958190918
10.3317,44.7936,28.777803421020508
12.5756,44.0522,33.455650329589844
11.0978,43.7931,31.046985626220703
10.0972,44.0783,36.617584228515625
10.245,43.8839,34.92338562011719
12.2622,45.4992,23.355222702026367
9.0114,39.2864,31.862821578979492
10.9063,44.6506,26.48261260986328
11.9611,44.8397,28.80506134033203
10.3708,44.9261,27.24354553222656
13.2253,46.0351,29.547870635986328
9.2164,39.8425,39.80823516845703
11.9017,43.6603,40.11042404174805
12.4025,44.0958,32.372169494628906
11.5397,45.5606,27.01372337341309
11.7367,45.7608,32.90707015991211
11.2861,45.4,29.87326431274414
12.0619,45.0467,29.057661056518555
11.7911,45.0397,27.42379379272461
11.7833,45.0747,26.933494567871097
11.8419,45.3719,25.928749084472656
11.9058,46.0308,34.346187591552734
12.3081,45.8906,30.63533592224121
10.9639,45.4453,27.281740188598633
11.94,45.3775,25.84984588623047
11.3872,45.4664,32.22997283935547
11.9022,45.6003,25.632917404174805
11.5533,45.1039,26.968870162963867
11.5342,45.5458,26.90534210205078
12.9522,43.4681,37.20401763916016
12.6364,43.7306,36.046363830566406
12.5103,45.8369,27.10095596313477
12.2056,45.4383,25.960649490356445
13.0186,43.8397,34.29429244995117
12.2169,46.1414,34.12669372558594
13.8794,42.9444,33.62604904174805
12.9189,43.8933,33.81854248046875
21.1371,42.6488,29.13019561767578
12.2386,45.6725,26.310977935791016
13.245,43.5269,33.531707763671875
13.3875,43.6333,32.816043853759766
11.6658,45.2267,27.463699340820313
21.0047,56.5232,32.46603775024414
13.3419,43.5989,32.25285339355469
11.2997,44.7383,27.150800704956055
21.1733,56.1624,33.451961517333984
13.6194,42.8486,36.35783386230469
11.2861,44.5,25.631418228149418
27.3334,56.5102,30.0357666015625
11.5692,45.8483,37.59103775024414
12.6275,43.9328,33.75981903076172
10.9261,44.15,40.277225494384766
11.8906,45.4333,25.858131408691406
12.4017,43.9081,39.29335021972656
13.3367,42.9006,41.055389404296875
11.6431,45.29,28.895383834838867
12.3608,46.1625,37.07796478271485
11.0378,45.59,40.77045822143555
16.7817,41.0872,34.33803939819336
12.5917,45.6303,28.254602432250977
13.6747,43.3356,32.41741180419922
13.4286,43.285,32.87309646606445
11.3114,45.1836,27.556293487548828
12.5017,45.9509,34.116737365722656
13.5086,43.6117,36.52333068847656
24.1565,56.9359,28.728031158447266
21.592,57.4046,35.402217864990234
24.1158,56.9575,28.23627281188965
25.2852,54.6776,28.276874542236328
25.2894,54.7153,28.70112419128418
23.308,55.9378,30.637283325195313
8.3247,40.5533,37.96744918823242
25.9056,57.1349,32.01105880737305
22.3314,56.3097,31.25165367126465
23.8358,54.8836,29.682796478271484
22.8708,56.3194,31.86062812805176
24.3656,55.725,22.847511291503903
26.0042,55.4633,32.34781265258789
5.8471,49.7318,32.3380126953125
4.3552,51.8674,12.493435859680176
19.3491,43.3572,36.0740852355957
14.4899,35.8958,34.512020111083984
23.9862,54.8951,29.88790512084961
6.1185,49.6116,27.434473037719727
6.3053,49.7223,30.58324432373047
6.1302,49.659,30.497528076171875
24.2897,54.0925,31.54340171813965
24.2839,55.0722,29.907655715942383
14.5111,35.8804,33.51496887207031
19.0943,42.1038,37.14094924926758
23.9578,55.28,30.415424346923828
5.9769,49.505,29.745996475219727
6.1376,49.5977,28.166515350341797
6.0424,51.1192,27.745922088623047
21.1411,55.7078,26.22542381286621
4.5801,51.8694,21.595502853393555
14.1971,36.0671,43.00589370727539
21.1795,55.69,27.2869930267334
4.4807,51.8911,16.212228775024414
4.4613,51.9271,15.196142196655272
19.2566,42.441,30.96943092346191
4.228,51.932,13.453042030334473
21.0308,55.3764,36.30122375488281
6.1783,49.9358,32.81222152709961
21.8869,56.0083,33.87312316894531
4.1219,51.9778,9.564784049987791
4.3598,51.4344,23.884153366088867
4.781,51.6031,25.29082298278809
4.5108,52.2966,26.45179557800293
4.3263,51.9105,15.275879859924316
5.9705,50.888,28.689455032348633
4.8249,51.5935,25.31067657470703
3.7495,51.2945,26.103546142578125
4.5153,51.6537,24.17222785949707
5.1485,51.5184,26.549306869506836
5.8531,51.5405,27.893247604370117
5.4448,51.4442,23.259302139282227
4.7082,51.8007,23.653898239135746
18.9429,42.7812,38.5924072265625
4.3159,52.0751,22.774490356445313
5.2359,52.2574,27.28277015686035
5.9869,50.9003,28.31319999694824
5.0505,52.8037,30.439603805541992
4.9233,51.9745,26.092832565307617
5.1245,52.105,26.27086067199707
5.1816,52.2351,27.18557357788086
6.5789,53.2178,27.38861846923828
4.7735,52.428,18.049245834350582
5.5735,52.9169,32.13332748413086
4.9044,52.3721,14.833141326904297
5.8578,51.8414,26.394132614135746
6.9324,52.8757,28.28778648376465
4.8321,52.4202,15.508142471313477
4.8997,52.358,15.77706241607666
4.8382,52.1379,27.06475830078125
5.8818,50.9023,27.872005462646484
5.6192,52.4487,28.655139923095703
5.3933,51.4074,26.898746490478516
4.6018,52.463,22.891237258911133
4.9874,52.2015,26.077699661254883
6.4029,52.3883,28.38698387145996
4.2892,52.0771,22.25185775756836
6.6054,52.0918,27.527896881103516
21.4636,42.0036,25.47455596923828
6.6089,53.2465,28.38439559936523
4.7286,52.3984,22.88941764831543
4.3594,52.039,23.048219680786133
5.4724,51.4687,24.93516731262207
5.1205,52.0677,24.68556022644043
11.2933,45.5364,37.2137565612793
4.9884,52.3207,22.487401962280273
6.2768,53.3304,30.99217414855957
13.7847,42.9922,35.47093200683594
4.841,52.3395,22.6773738861084
4.4505,51.7866,24.879135131835938
4.6423,52.3705,26.429283142089844
4.8617,52.5636,28.082897186279297
21.47,41.9783,26.73017692565918
22.4158,41.9139,36.71895217895508
5.7084,52.1116,28.361291885375977
6.0176,52.6541,30.060747146606445
20.9586,41.5144,37.52109909057617
21.7147,42.1356,33.0562629699707
3.9166,51.6347,27.62274169921875
21.3564,41.04,36.89460754394531
20.9652,41.9976,36.42613220214844
21.6525,41.9874,29.92613220214844
4.715,52.3275,16.635700225830078
21.6506,42.0159,34.12403106689453
21.7653,41.7058,33.35040283203125
4.5793,52.4789,21.563608169555664
20.6989,41.5358,41.620140075683594
10.8149,59.8986,26.757387161254883
8.8766,62.7825,37.27726364135742
13.9065,65.8309,34.705162048339844
22.0072,41.4406,33.33094024658203
10.7246,59.9323,16.734451293945313
10.8466,59.9277,22.180524826049805
5.3278,60.3922,27.982837677001953
4.7708,52.28,24.489273071289063
30.4215,69.6562,32.15535354614258
8.2519,58.3885,34.10848617553711
10.3968,63.4175,28.993732452392575
5.2369,60.3611,29.512065887451172
10.6965,59.9193,21.5200138092041
5.7314,58.9616,29.682477951049805
18.9637,69.6563,26.65391731262207
9.6357,59.1593,29.463443756103516
10.4656,61.1209,25.882179260253903
11.0892,59.2738,29.294368743896484
8.3594,58.256,34.619293212890625
10.4109,63.433,27.6284236907959
6.1567,62.471,31.388471603393555
7.9918,58.1489,34.557682037353516
30.0407,69.4551,31.92350196838379
10.9401,59.2102,29.482646942138672
10.3717,63.3576,28.970495223999023
10.4896,59.9057,27.33515167236328
11.074,59.9555,25.546892166137695
10.206,59.7433,27.025543212890625
21.387,42.006,29.038827896118164
10.6618,59.4335,26.86628532409668
9.6522,59.1382,26.355775833129883
11.0741,60.3729,33.004249572753906
11.1222,59.279,30.009681701660156
11.0978,60.7965,28.931180953979492
9.4871,59.2024,31.968107223510746
5.3325,60.4627,29.68893051147461
5.2015,59.1972,36.40472030639648
16.1805,51.2045,29.910131454467773
15.4317,51.3176,32.31566619873047
9.6605,59.0872,29.28683280944824
15.3122,50.9125,36.48106384277344
17.2913,50.9421,30.934917449951172
14.9413,50.9722,32.73375701904297
15.0082,51.1504,29.88496780395508
17.0293,51.1294,29.38514518737793
11.5277,58.9965,32.93427276611328
16.6537,50.4335,33.200435638427734
16.0097,69.2786,35.92839813232422
16.2541,50.8042,33.169044494628906
16.1822,48.3853,31.90181541442871
13.8414,46.6125,28.90921211242676
16.2079,47.3399,33.03673553466797
16.6481,50.7328,34.16614532470703
15.9419,48.5283,32.28984832763672
14.2471,48.1984,25.42654609680176
14.8222,46.7639,32.488067626953125
16.5111,48.145,24.660419464111328
14.2661,46.6525,29.7861328125
1.717,42.5349,48.00263977050781
4.2503,51.2155,25.68677520751953
4.9884,50.5027,29.68332862854004
5.593,50.027,33.409629821777344
6.0023,50.6289,33.28877639770508
5.9928,50.6123,32.016937255859375
4.4247,50.3776,31.11341857910156
3.591,50.5079,29.023014068603516
5.5294,50.6601,27.34255027770996
3.2414,50.7532,27.489765167236328
17.59,45.07,31.246427536010746
4.5211,50.4164,30.187238693237305
4.3959,50.4078,30.409101486206055
27.5872,43.223,33.03380584716797
25.3797,41.6361,36.131568908691406
24.615,43.4118,31.63593482971191
25.6049,43.0742,33.4833869934082
27.3751,42.5189,31.794361114501953
23.114,42.5783,37.67080307006836
23.311,42.7323,29.967004776000977
25.5935,42.0564,30.281005859375
24.8401,42.0232,33.6530647277832
23.2968,42.6806,33.0196647644043
26.9384,43.2682,32.31459045410156
27.4688,42.5102,34.484676361083984
23.3361,42.6904,30.46529006958008
23.0978,42.0019,31.554174423217773
23.4002,42.6665,31.48809242248535
23.556,42.7275,33.11974334716797
25.6315,42.4342,33.37046813964844
25.8754,42.1465,31.20458984375
23.5574,43.208,35.02528381347656
27.421,42.4566,32.377723693847656
24.7652,42.1429,28.507993698120117
24.1773,42.7082,38.720977783203125
25.9641,43.8514,30.2414493560791
24.7381,41.6943,39.90254592895508
23.0369,42.6099,34.12859344482422
25.5527,41.9302,31.092735290527344
25.6912,43.1265,32.64794921875
23.2439,42.6372,39.125885009765625
24.3368,42.1914,30.32033348083496
15.9741,45.8003,32.45975112915039
27.721,42.6598,37.21599578857422
23.2239,43.4097,31.08272933959961
33.0578,35.038,39.54561996459961
16.0065,45.7649,30.303808212280273
22.8749,43.9985,31.130090713500977
26.3383,42.674,36.30097579956055
18.1226,42.6447,36.457481384277344
27.9044,43.2029,35.39596939086914
16.0683,45.7148,29.271530151367188
14.442,50.0942,28.070398330688477
14.4459,50.0073,29.797147750854492
33.3478,35.1519,35.68832015991211
18.6988,45.5588,31.305654525756836
16.3884,45.4581,30.030197143554688
16.4493,43.5107,30.49877166748047
24.7351,41.5684,39.92117691040039
17.9951,45.1595,30.000568389892575
13.8169,44.8625,35.95390319824219
27.8331,43.5529,34.21060562133789
32.4386,34.7794,38.65001678466797
24.7508,42.1526,27.31285285949707
15.6606,46.1691,33.30246353149414
14.5031,50.1111,28.84737014770508
16.5936,49.1981,30.50240898132324
24.7157,43.1369,33.92462158203125
14.4835,45.3208,34.8835563659668
16.6163,49.2027,31.95733070373535
15.6098,44.8993,39.16465759277344
16.7245,48.7918,32.420589447021484
14.6305,45.5935,40.23733901977539
13.7498,45.2912,33.94894790649414
16.7807,45.4791,28.85971450805664
16.116,43.0313,39.86151885986328
33.0178,34.6817,33.68977355957031
14.3801,50.0844,28.73687171936035
33.6158,34.9136,37.26972198486328
14.3846,50.1265,29.8679256439209
18.8346,45.698,32.29825210571289
14.5378,50.0623,29.156904220581055
14.4676,50.1222,28.69255256652832
33.3317,35.1269,36.35906982421875
16.0858,48.8814,32.14210891723633
16.6962,49.149,30.4825496673584
16.6205,49.2555,34.15773391723633
14.4699,48.9519,31.71793556213379
14.3314,50.0461,30.357839584350582
15.8464,50.1954,30.93227767944336
13.6148,49.0684,37.913291931152344
14.7234,48.7242,36.43972396850586
16.5678,49.2165,31.645530700683594
15.894,50.5818,35.55438995361328
15.6102,49.4016,33.672977447509766
15.3445,50.82,37.389404296875
13.8375,49.4673,34.30374526977539
15.07,50.7551,33.41518020629883
14.0004,49.0161,35.32215118408203
14.6764,49.4112,33.178401947021484
15.0803,49.5734,34.703487396240234
14.106,50.1674,30.397693634033203
18.2766,49.9398,30.46146011352539
18.5515,49.8638,30.077573776245117
13.3755,49.7284,29.95873260498047
16.0601,48.843,32.02012634277344
15.7635,50.024,30.82156562805176
17.1902,50.2422,37.849830627441406
16.0342,49.7351,36.56507110595703
15.1783,50.302,32.00094223022461
17.2381,49.6015,31.10933303833008
18.29,49.8398,28.75956344604492
15.1691,50.2957,31.20102310180664
12.6728,50.1728,32.365238189697266
18.5386,49.5026,36.59886169433594
13.423400000000001,49.7686,30.979650497436523
16.6667,49.759,33.119049072265625
17.6263,49.7932,36.01289367675781
17.4542,49.4517,31.298410415649418
15.3197,50.7896,37.39695739746094
17.1147,49.4679,30.56367874145508
13.6185,49.722,34.272972106933594
13.4023,49.7324,30.829448699951172
16.3227,50.3506,35.91239929199219
12.6779,49.6696,33.93963623046875
18.6097,49.749,31.29991912841797
14.5373,50.698,32.49626922607422
13.0674,49.5526,31.7281436920166
15.3029,50.7385,36.79576873779297
14.6605,50.1898,28.963607788085938
18.159300000000002,49.8253,30.4373779296875
15.857,50.2185,30.18341636657715
16.0986,49.3836,34.09123229980469
15.3526,50.4395,31.452919006347656
15.8505,50.0615,30.751073837280273
16.9796,49.281,33.2308464050293
14.0077,49.6849,34.00612258911133
15.0698,50.9407,34.20402526855469
17.0707,49.0687,34.065731048583984
14.1018,50.1439,30.662307739257813
12.8852,50.2356,32.49008560180664
15.9039,50.5659,34.57209396362305
15.8658,49.2234,34.488895416259766
12.3634,50.0659,31.636547088623047
12.6154,50.3725,36.48828125
15.439,49.1592,35.01780319213867
18.7412,49.502,34.1942253112793
14.1717,49.1467,33.24382781982422
13.3682,49.7701,30.86903190612793
15.0785,50.6246,33.24148941040039
16.2682,50.1724,33.738670349121094
16.9608,49.932,33.97134780883789
18.3511,49.6718,33.01747512817383
15.8385,50.3542,31.65394592285156
14.0583,49.9579,31.716596603393555
16.4221,49.9804,33.38835906982422
15.8501,50.6604,36.96111679077149
14.9139,50.4286,30.1476993560791
17.5419,49.7771,36.38634490966797
14.7826,49.9135,33.32132339477539
17.8042,49.5871,31.65378761291504
18.3484,49.5592,36.159706115722656
18.4068,49.791,31.010814666748047
15.2731,49.9613,32.29349136352539
14.1194,50.5409,30.436670303344727
14.0431,50.6611,31.108139038085938
15.1622,50.7274,35.15079879760742
14.513,50.975,33.691951751708984
18.6778,49.6681,30.720014572143555
15.2066,50.0172,31.14928436279297
18.4229,49.9247,27.665542602539063
14.0868,50.7894,33.14026641845703
18.744,49.5942,34.06260681152344
17.6672,49.2329,33.186397552490234
11.521,56.7174,36.60834503173828
10.7155,54.7545,33.489501953125
12.0889,55.6942,31.746450424194336
17.1314,48.8573,32.24385070800781
14.1702,50.4589,30.507936477661133
18.2697,49.8563,29.373279571533203
13.673400000000001,50.5858,27.99458885192871
16.3972,49.9697,32.87783432006836
13.9979,50.6831,31.784761428833008
15.5774,49.6064,34.00804901123047
12.5533,55.6983,27.395055770874023
15.5913,49.3924,35.24700164794922
18.3391,49.8071,30.1303768157959
17.2662,49.5929,29.343595504760746
16.627,49.1888,29.897796630859375
13.3276,50.3766,32.97593688964844
13.6453,50.5104,29.90798568725586
14.5088,48.9659,32.869075775146484
12.5614,55.7003,30.312545776367188
13.1301,50.4276,35.54011917114258
15.941,49.5646,35.05659866333008
13.2869,49.4006,33.72542953491211
10.1936,56.1598,32.52528762817383
17.9095,49.945,33.27241516113281
10.3892,55.3964,31.148855209350582
17.4106,49.2594,32.219459533691406
17.4668,49.068,30.49502944946289
17.967,49.4721,32.22990036010742
18.0893,49.7209,30.360382080078125
17.996,49.3444,35.01365661621094
14.2188,50.7742,32.39679718017578
18.0078,49.0478,34.6909065246582
18.2472,49.796,30.11259651184082
13.4938,50.3035,31.062898635864254
13.4195,50.5798,34.81076431274414
13.8477,50.6967,32.018829345703125
18.4336,49.8757,29.927160263061523
13.8512,50.6453,28.974777221679688
8.4274,56.2904,33.720699310302734
15.2925,50.7422,36.40239334106445
13.4127,50.4675,31.475278854370117
25.9306,59.4944,31.320585250854492
13.4827,50.1698,32.043724060058594
21.845,58.3761,36.919525146484375
27.2786,59.4097,31.036020278930664
26.7347,58.3706,26.910329818725582
24.6495,59.4142,29.719724655151367
28.1792,59.3762,29.38784408569336
24.4193,64.6677,30.82408905029297
9.9309,57.0467,31.937191009521484
